League,Season,Team,EpisodeID,EpisodeSignal,StartMatch,EndMatch,Length,MeanSignal,PeakSignal
2-Bundesliga,2122,Darmstadt,1.0,negative,6,6,1,-3.217491011893976,-3.217491011893976
2-Bundesliga,2122,Darmstadt,2.0,negative,15,16,2,-4.962632840696002,-8.665628905899757
2-Bundesliga,2122,Darmstadt,3.0,negative,21,21,1,-1.6160082871055153,-1.6160082871055153
2-Bundesliga,2122,Darmstadt,4.0,positive,24,24,1,4.398094739735956,4.398094739735956
2-Bundesliga,2122,Darmstadt,5.0,negative,26,27,2,-1.3090671408309655,-1.328111615380653
2-Bundesliga,2122,Darmstadt,6.0,positive,31,31,1,1.6174250946322977,1.6174250946322977
2-Bundesliga,2122,Dresden,1.0,negative,5,5,1,-3.380407837742484,-3.380407837742484
2-Bundesliga,2122,Dresden,2.0,positive,8,8,1,13.644736740541758,13.644736740541758
2-Bundesliga,2122,Dresden,3.0,negative,12,12,1,-2.594614262651119,-2.594614262651119
2-Bundesliga,2122,Dresden,4.0,positive,14,14,1,4.9273752715623855,4.9273752715623855
2-Bundesliga,2122,Dresden,5.0,negative,18,18,1,-1.4209278120792421,-1.4209278120792421
2-Bundesliga,2122,Dresden,6.0,positive,27,27,1,1.5797838095337606,1.5797838095337606
2-Bundesliga,2122,Dresden,7.0,negative,28,29,2,-2.295157306256925,-3.0939894674304536
2-Bundesliga,2122,Dresden,8.0,positive,31,31,1,4.901204401631694,4.901204401631694
2-Bundesliga,2122,Dresden,9.0,negative,34,34,1,-4.3665353432175165,-4.3665353432175165
2-Bundesliga,2122,Erzgebirge Aue,1.0,negative,4,4,1,-8.348413737946144,-8.348413737946144
2-Bundesliga,2122,Erzgebirge Aue,2.0,positive,8,9,2,5.325696366593991,9.352033179969972
2-Bundesliga,2122,Erzgebirge Aue,3.0,positive,11,11,1,3.274580431143094,3.274580431143094
2-Bundesliga,2122,Erzgebirge Aue,4.0,positive,13,13,1,1.4089865452595731,1.4089865452595731
2-Bundesliga,2122,Erzgebirge Aue,5.0,negative,15,15,1,-2.4367534537588513,-2.4367534537588513
2-Bundesliga,2122,Erzgebirge Aue,6.0,positive,19,19,1,3.5432878269966412,3.5432878269966412
2-Bundesliga,2122,Erzgebirge Aue,7.0,positive,23,25,3,3.203930588667484,4.776024597568149
2-Bundesliga,2122,Erzgebirge Aue,8.0,negative,26,26,1,-1.4310160724567773,-1.4310160724567773
2-Bundesliga,2122,Erzgebirge Aue,9.0,positive,30,30,1,8.103545187110184,8.103545187110184
2-Bundesliga,2122,Erzgebirge Aue,10.0,positive,34,34,1,11.796326731141095,11.796326731141095
2-Bundesliga,2122,Fortuna Dusseldorf,1.0,positive,6,6,1,8.837803332464324,8.837803332464324
2-Bundesliga,2122,Fortuna Dusseldorf,2.0,negative,9,9,1,-1.7753481974935574,-1.7753481974935574
2-Bundesliga,2122,Fortuna Dusseldorf,3.0,positive,16,16,1,7.1432268761024345,7.1432268761024345
2-Bundesliga,2122,Fortuna Dusseldorf,4.0,positive,22,22,1,8.664849387019338,8.664849387019338
2-Bundesliga,2122,Fortuna Dusseldorf,5.0,positive,29,29,1,5.195135734110351,5.195135734110351
2-Bundesliga,2122,Fortuna Dusseldorf,6.0,positive,32,32,1,1.6604455464386225,1.6604455464386225
2-Bundesliga,2122,Fortuna Dusseldorf,7.0,negative,34,34,1,-1.3560643714246767,-1.3560643714246767
2-Bundesliga,2122,Hamburg,1.0,positive,5,7,3,2.593134124557451,2.6529172228377287
2-Bundesliga,2122,Hamburg,2.0,negative,8,8,1,-1.3781588982512079,-1.3781588982512079
2-Bundesliga,2122,Hamburg,3.0,positive,11,11,1,14.47449300816625,14.47449300816625
2-Bundesliga,2122,Hamburg,4.0,negative,16,16,1,-2.4621068358316984,-2.4621068358316984
2-Bundesliga,2122,Hamburg,5.0,positive,20,21,2,1.5903621391911535,1.6538324675367653
2-Bundesliga,2122,Hamburg,6.0,negative,23,24,2,-4.037514983425173,-6.775630949659638
2-Bundesliga,2122,Hamburg,7.0,positive,26,26,1,2.988810765601466,2.988810765601466
2-Bundesliga,2122,Hamburg,8.0,negative,27,27,1,-1.4976881691544512,-1.4976881691544512
2-Bundesliga,2122,Hamburg,9.0,positive,28,28,1,2.212010402345557,2.212010402345557
2-Bundesliga,2122,Hamburg,10.0,negative,33,33,1,-1.377102086400631,-1.377102086400631
2-Bundesliga,2122,Hannover,1.0,positive,4,4,1,2.335126379723709,2.335126379723709
2-Bundesliga,2122,Hannover,2.0,positive,6,6,1,1.3681613132051593,1.3681613132051593
2-Bundesliga,2122,Hannover,3.0,negative,8,8,1,-1.7087984220716546,-1.7087984220716546
2-Bundesliga,2122,Hannover,4.0,positive,13,13,1,7.972685965023205,7.972685965023205
2-Bundesliga,2122,Hannover,5.0,negative,15,15,1,-1.2883957703994482,-1.2883957703994482
2-Bundesliga,2122,Hannover,6.0,positive,16,16,1,4.326138174245138,4.326138174245138
2-Bundesliga,2122,Hannover,7.0,positive,23,23,1,4.922020890575856,4.922020890575856
2-Bundesliga,2122,Hannover,8.0,negative,25,25,1,-2.37679456607479,-2.37679456607479
2-Bundesliga,2122,Hannover,9.0,positive,28,29,2,2.9792653710836996,4.336681758394551
2-Bundesliga,2122,Hannover,10.0,negative,31,31,1,-1.4560659391206485,-1.4560659391206485
2-Bundesliga,2122,Hansa Rostock,1.0,positive,6,6,1,3.510265798993558,3.510265798993558
2-Bundesliga,2122,Hansa Rostock,2.0,positive,9,9,1,1.3105356243387778,1.3105356243387778
2-Bundesliga,2122,Hansa Rostock,3.0,positive,13,13,1,1.3052122611892878,1.3052122611892878
2-Bundesliga,2122,Hansa Rostock,4.0,negative,14,14,1,-1.828937051292211,-1.828937051292211
2-Bundesliga,2122,Hansa Rostock,5.0,negative,19,19,1,-1.4499274589451803,-1.4499274589451803
2-Bundesliga,2122,Hansa Rostock,6.0,positive,21,21,1,3.4944699974928803,3.4944699974928803
2-Bundesliga,2122,Hansa Rostock,7.0,negative,24,24,1,-1.3690376825790538,-1.3690376825790538
2-Bundesliga,2122,Hansa Rostock,8.0,positive,25,25,1,3.436587327272107,3.436587327272107
2-Bundesliga,2122,Hansa Rostock,9.0,negative,29,29,1,-46.05064474377229,-46.05064474377229
2-Bundesliga,2122,Hansa Rostock,10.0,positive,33,33,1,1.8690815272033579,1.8690815272033579
2-Bundesliga,2122,Heidenheim,1.0,positive,6,6,1,5.729752970700129,5.729752970700129
2-Bundesliga,2122,Heidenheim,2.0,negative,9,10,2,-14.790165467099289,-28.076971348701186
2-Bundesliga,2122,Heidenheim,3.0,positive,12,12,1,12.74365516790031,12.74365516790031
2-Bundesliga,2122,Heidenheim,4.0,negative,17,17,1,-9.187529706559253,-9.187529706559253
2-Bundesliga,2122,Heidenheim,5.0,negative,22,22,1,-1.63392800909453,-1.63392800909453
2-Bundesliga,2122,Heidenheim,6.0,positive,26,26,1,10.108481375495266,10.108481375495266
2-Bundesliga,2122,Heidenheim,7.0,negative,30,30,1,-1.5033089898123637,-1.5033089898123637
2-Bundesliga,2122,Heidenheim,8.0,positive,33,33,1,3.3453526716624347,3.3453526716624347
2-Bundesliga,2122,Holstein Kiel,1.0,positive,4,5,2,5.927506583970349,9.690968414098043
2-Bundesliga,2122,Holstein Kiel,2.0,negative,7,7,1,-3.1977971541413543,-3.1977971541413543
2-Bundesliga,2122,Holstein Kiel,3.0,positive,8,8,1,1.7132590153515876,1.7132590153515876
2-Bundesliga,2122,Holstein Kiel,4.0,positive,12,13,2,2.5153669921196418,3.5675975996479097
2-Bundesliga,2122,Holstein Kiel,5.0,negative,14,14,1,-1.6649262961094466,-1.6649262961094466
2-Bundesliga,2122,Holstein Kiel,6.0,positive,15,15,1,1.406289578828757,1.406289578828757
2-Bundesliga,2122,Holstein Kiel,7.0,negative,23,23,1,-11.797625840440553,-11.797625840440553
2-Bundesliga,2122,Holstein Kiel,8.0,positive,27,27,1,10.62000153587439,10.62000153587439
2-Bundesliga,2122,Holstein Kiel,9.0,positive,29,29,1,1.9217748788593751,1.9217748788593751
2-Bundesliga,2122,Holstein Kiel,10.0,positive,32,32,1,1.6509491717365394,1.6509491717365394
2-Bundesliga,2122,Holstein Kiel,11.0,negative,34,34,1,-1.7839785856260735,-1.7839785856260735
2-Bundesliga,2122,Ingolstadt,1.0,positive,4,5,2,7.387007834396863,10.767505062376738
2-Bundesliga,2122,Ingolstadt,2.0,positive,9,10,2,2.25454833773161,2.6932389112475934
2-Bundesliga,2122,Ingolstadt,3.0,negative,11,11,1,-1.6024754989168566,-1.6024754989168566
2-Bundesliga,2122,Ingolstadt,4.0,positive,14,14,1,2.6332805995005577,2.6332805995005577
2-Bundesliga,2122,Ingolstadt,5.0,positive,16,16,1,4.2345849417788575,4.2345849417788575
2-Bundesliga,2122,Ingolstadt,6.0,negative,17,17,1,-2.1535985907520256,-2.1535985907520256
2-Bundesliga,2122,Ingolstadt,7.0,positive,18,18,1,3.0105067456555092,3.0105067456555092
2-Bundesliga,2122,Ingolstadt,8.0,positive,21,21,1,1.3458759480417914,1.3458759480417914
2-Bundesliga,2122,Ingolstadt,9.0,negative,24,24,1,-1.5010693443576932,-1.5010693443576932
2-Bundesliga,2122,Ingolstadt,10.0,positive,28,28,1,22.17314376404969,22.17314376404969
2-Bundesliga,2122,Ingolstadt,11.0,negative,30,30,1,-1.3626502396843925,-1.3626502396843925
2-Bundesliga,2122,Ingolstadt,12.0,negative,34,34,1,-2.4754072911892946,-2.4754072911892946
2-Bundesliga,2122,Karlsruhe,1.0,positive,7,7,1,13.062859374748106,13.062859374748106
2-Bundesliga,2122,Karlsruhe,2.0,negative,12,12,1,-1.3393708399302682,-1.3393708399302682
2-Bundesliga,2122,Karlsruhe,3.0,positive,15,15,1,3.2275355701584734,3.2275355701584734
2-Bundesliga,2122,Karlsruhe,4.0,negative,16,16,1,-1.6938577867683364,-1.6938577867683364
2-Bundesliga,2122,Karlsruhe,5.0,positive,17,17,1,1.277974455716585,1.277974455716585
2-Bundesliga,2122,Karlsruhe,6.0,negative,21,21,1,-3.541355692313984,-3.541355692313984
2-Bundesliga,2122,Karlsruhe,7.0,positive,22,23,2,1.7603974939508589,2.163123362006758
2-Bundesliga,2122,Karlsruhe,8.0,negative,25,25,1,-1.595225160525941,-1.595225160525941
2-Bundesliga,2122,Karlsruhe,9.0,positive,27,27,1,7.740720720740608,7.740720720740608
2-Bundesliga,2122,Karlsruhe,10.0,negative,31,31,1,-2.1537261365581424,-2.1537261365581424
2-Bundesliga,2122,Karlsruhe,11.0,positive,34,34,1,2.280916347484331,2.280916347484331
2-Bundesliga,2122,Nurnberg,1.0,positive,10,10,1,1.6608408832381754,1.6608408832381754
2-Bundesliga,2122,Nurnberg,2.0,negative,12,13,2,-1.453216151806019,-1.579891331143407
2-Bundesliga,2122,Nurnberg,3.0,negative,19,19,1,-1.4733885845813202,-1.4733885845813202
2-Bundesliga,2122,Nurnberg,4.0,positive,20,20,1,1.3589752584676889,1.3589752584676889
2-Bundesliga,2122,Nurnberg,5.0,negative,21,21,1,-1.308034314209174,-1.308034314209174
2-Bundesliga,2122,Nurnberg,6.0,positive,24,24,1,1.308068985416626,1.308068985416626
2-Bundesliga,2122,Nurnberg,7.0,negative,27,28,2,-32.54971647277259,-63.73326893400622
2-Bundesliga,2122,Nurnberg,8.0,negative,31,31,1,-1.4132112716251455,-1.4132112716251455
2-Bundesliga,2122,Paderborn,1.0,negative,6,6,1,-10.111465323522276,-10.111465323522276
2-Bundesliga,2122,Paderborn,2.0,negative,8,8,1,-1.3109360703262047,-1.3109360703262047
2-Bundesliga,2122,Paderborn,3.0,positive,9,9,1,1.5780321917920659,1.5780321917920659
2-Bundesliga,2122,Paderborn,4.0,negative,15,15,1,-1.6331652530646612,-1.6331652530646612
2-Bundesliga,2122,Paderborn,5.0,negative,17,18,2,-2.3634290607602466,-3.383817224329978
2-Bundesliga,2122,Paderborn,6.0,positive,19,19,1,5.20929168198287,5.20929168198287
2-Bundesliga,2122,Paderborn,7.0,positive,25,25,1,35.13877221156744,35.13877221156744
2-Bundesliga,2122,Paderborn,8.0,positive,28,28,1,1.476023668442514,1.476023668442514
2-Bundesliga,2122,Paderborn,9.0,negative,34,34,1,-1.634127265797796,-1.634127265797796
2-Bundesliga,2122,Regensburg,1.0,negative,5,5,1,-10.480796233302733,-10.480796233302733
2-Bundesliga,2122,Regensburg,2.0,positive,8,8,1,2.199332252761347,2.199332252761347
2-Bundesliga,2122,Regensburg,3.0,positive,11,11,1,1.6450722920452325,1.6450722920452325
2-Bundesliga,2122,Regensburg,4.0,negative,13,13,1,-3.3280435210049446,-3.3280435210049446
2-Bundesliga,2122,Regensburg,5.0,positive,19,19,1,20.97915621617141,20.97915621617141
2-Bundesliga,2122,Regensburg,6.0,positive,24,24,1,2.510771474730417,2.510771474730417
2-Bundesliga,2122,Regensburg,7.0,positive,26,27,2,2.2248210729797933,3.0295997248696165
2-Bundesliga,2122,Regensburg,8.0,negative,31,31,1,-1.5438531295184095,-1.5438531295184095
2-Bundesliga,2122,Regensburg,9.0,negative,33,33,1,-2.904537286135995,-2.904537286135995
2-Bundesliga,2122,Sandhausen,1.0,positive,4,4,1,4.0435280292348805,4.0435280292348805
2-Bundesliga,2122,Sandhausen,2.0,positive,8,8,1,6.485403286059595,6.485403286059595
2-Bundesliga,2122,Sandhausen,3.0,positive,12,12,1,3.0201186490214216,3.0201186490214216
2-Bundesliga,2122,Sandhausen,4.0,negative,13,13,1,-1.6747538073350523,-1.6747538073350523
2-Bundesliga,2122,Sandhausen,5.0,positive,16,18,3,3.568201344267274,4.84155730877406
2-Bundesliga,2122,Sandhausen,6.0,negative,19,19,1,-1.5352988881177458,-1.5352988881177458
2-Bundesliga,2122,Sandhausen,7.0,positive,25,25,1,7.2393872253804785,7.2393872253804785
2-Bundesliga,2122,Sandhausen,8.0,negative,27,27,1,-2.206841081992941,-2.206841081992941
2-Bundesliga,2122,Sandhausen,9.0,positive,29,29,1,1.8448254320002448,1.8448254320002448
2-Bundesliga,2122,Sandhausen,10.0,positive,31,31,1,1.8114973567849022,1.8114973567849022
2-Bundesliga,2122,Sandhausen,11.0,negative,32,32,1,-1.6740661479497945,-1.6740661479497945
2-Bundesliga,2122,Schalke 04,1.0,positive,6,6,1,1.261168816981537,1.261168816981537
2-Bundesliga,2122,Schalke 04,2.0,negative,7,7,1,-1.4545423782299882,-1.4545423782299882
2-Bundesliga,2122,Schalke 04,3.0,negative,12,13,2,-3.6617123623371177,-5.9857616187614076
2-Bundesliga,2122,Schalke 04,4.0,positive,15,15,1,2.3284149912823042,2.3284149912823042
2-Bundesliga,2122,Schalke 04,5.0,positive,17,17,1,1.505264739156533,1.505264739156533
2-Bundesliga,2122,Schalke 04,6.0,negative,22,22,1,-1.7686797616292051,-1.7686797616292051
2-Bundesliga,2122,Schalke 04,7.0,positive,30,30,1,5.968740346318971,5.968740346318971
2-Bundesliga,2122,Schalke 04,8.0,negative,31,31,1,-7.97234649756552,-7.97234649756552
2-Bundesliga,2122,St Pauli,1.0,negative,4,4,1,-1.4173371743561374,-1.4173371743561374
2-Bundesliga,2122,St Pauli,2.0,negative,6,6,1,-1.335967662039305,-1.335967662039305
2-Bundesliga,2122,St Pauli,3.0,negative,11,13,3,-2.411306164366128,-3.363971892045121
2-Bundesliga,2122,St Pauli,4.0,positive,15,15,1,1.8137714772458169,1.8137714772458169
2-Bundesliga,2122,St Pauli,5.0,negative,17,18,2,-2.874361680526274,-3.721079107107832
2-Bundesliga,2122,St Pauli,6.0,positive,21,22,2,6.373736784662844,10.453932151280833
2-Bundesliga,2122,St Pauli,7.0,negative,28,28,1,-2.050653037110134,-2.050653037110134
2-Bundesliga,2122,St Pauli,8.0,positive,34,34,1,6.150675970375974,6.150675970375974
2-Bundesliga,2122,Werder Bremen,1.0,negative,7,7,1,-3.356902265892837,-3.356902265892837
2-Bundesliga,2122,Werder Bremen,2.0,positive,13,13,1,5.869703816500773,5.869703816500773
2-Bundesliga,2122,Werder Bremen,3.0,positive,17,17,1,1.6209106369390955,1.6209106369390955
2-Bundesliga,2122,Werder Bremen,4.0,negative,21,21,1,-2.9919312690239344,-2.9919312690239344
2-Bundesliga,2122,Werder Bremen,5.0,negative,23,23,1,-8.45535062981774,-8.45535062981774
2-Bundesliga,2122,Werder Bremen,6.0,positive,31,31,1,8.446398390909795,8.446398390909795
2-Bundesliga,2122,Werder Bremen,7.0,negative,32,32,1,-1.6649418031191654,-1.6649418031191654
2-Bundesliga,2223,Bielefeld,1.0,positive,4,6,3,3.362581889725039,6.0911514736597745
2-Bundesliga,2223,Bielefeld,2.0,negative,8,8,1,-2.804908047694488,-2.804908047694488
2-Bundesliga,2223,Bielefeld,3.0,positive,13,13,1,19.714127624162973,19.714127624162973
2-Bundesliga,2223,Bielefeld,4.0,positive,16,16,1,1.4402009993412603,1.4402009993412603
2-Bundesliga,2223,Bielefeld,5.0,negative,18,18,1,-1.342239768638672,-1.342239768638672
2-Bundesliga,2223,Bielefeld,6.0,positive,23,24,2,3.5547935900580603,5.261888206298099
2-Bundesliga,2223,Bielefeld,7.0,negative,29,29,1,-1.2600452320554698,-1.2600452320554698
2-Bundesliga,2223,Bielefeld,8.0,positive,31,32,2,2.9571179389001934,3.9996973409942878
2-Bundesliga,2223,Bielefeld,9.0,negative,34,34,1,-1.6904464245720199,-1.6904464245720199
2-Bundesliga,2223,Braunschweig,1.0,positive,5,5,1,20.252332475553878,20.252332475553878
2-Bundesliga,2223,Braunschweig,2.0,positive,7,7,1,3.900868841000956,3.900868841000956
2-Bundesliga,2223,Braunschweig,3.0,negative,14,15,2,-1.6349794772543582,-1.7238953718439842
2-Bundesliga,2223,Braunschweig,4.0,positive,19,19,1,4.738941081449782,4.738941081449782
2-Bundesliga,2223,Braunschweig,5.0,positive,23,23,1,1.8134443333716537,1.8134443333716537
2-Bundesliga,2223,Braunschweig,6.0,positive,25,25,1,5.988896469293587,5.988896469293587
2-Bundesliga,2223,Braunschweig,7.0,positive,28,28,1,1.3993532373973216,1.3993532373973216
2-Bundesliga,2223,Braunschweig,8.0,negative,29,29,1,-2.5190122037791656,-2.5190122037791656
2-Bundesliga,2223,Braunschweig,9.0,negative,33,33,1,-1.754960600957396,-1.754960600957396
2-Bundesliga,2223,Darmstadt,1.0,positive,5,5,1,3.4089045877351585,3.4089045877351585
2-Bundesliga,2223,Darmstadt,2.0,negative,6,7,2,-3.0492689222532086,-4.8211806633557925
2-Bundesliga,2223,Darmstadt,3.0,positive,9,10,2,5.785250553265073,9.901165123174364
2-Bundesliga,2223,Darmstadt,4.0,negative,13,13,1,-18.023651298654592,-18.023651298654592
2-Bundesliga,2223,Darmstadt,5.0,positive,16,16,1,1.3338983674158515,1.3338983674158515
2-Bundesliga,2223,Darmstadt,6.0,negative,17,17,1,-1.4720839317692513,-1.4720839317692513
2-Bundesliga,2223,Darmstadt,7.0,positive,21,21,1,1.7626759226408222,1.7626759226408222
2-Bundesliga,2223,Darmstadt,8.0,negative,22,23,2,-3.8571586727460625,-5.773042724325026
2-Bundesliga,2223,Darmstadt,9.0,positive,25,26,2,2.641141541004398,3.95423196131293
2-Bundesliga,2223,Darmstadt,10.0,negative,28,28,1,-19.293301133061906,-19.293301133061906
2-Bundesliga,2223,Darmstadt,11.0,negative,31,31,1,-1.4761798281720575,-1.4761798281720575
2-Bundesliga,2223,Fortuna Dusseldorf,1.0,positive,6,6,1,4.027945303247132,4.027945303247132
2-Bundesliga,2223,Fortuna Dusseldorf,2.0,positive,13,13,1,1.6676343608857949,1.6676343608857949
2-Bundesliga,2223,Fortuna Dusseldorf,3.0,negative,16,17,2,-9.24803580367485,-17.139756601331733
2-Bundesliga,2223,Fortuna Dusseldorf,4.0,positive,28,28,1,1.2742379939461845,1.2742379939461845
2-Bundesliga,2223,Fortuna Dusseldorf,5.0,negative,29,29,1,-1.594196279096768,-1.594196279096768
2-Bundesliga,2223,Fortuna Dusseldorf,6.0,negative,33,33,1,-2.2203584053480108,-2.2203584053480108
2-Bundesliga,2223,Fortuna Dusseldorf,7.0,positive,34,34,1,1.8357815169342102,1.8357815169342102
2-Bundesliga,2223,Greuther Furth,1.0,positive,4,4,1,1.834695822801495,1.834695822801495
2-Bundesliga,2223,Greuther Furth,2.0,positive,9,9,1,5.446229212420032,5.446229212420032
2-Bundesliga,2223,Greuther Furth,3.0,negative,13,13,1,-2.8803581001016108,-2.8803581001016108
2-Bundesliga,2223,Greuther Furth,4.0,positive,14,15,2,3.851996842769137,6.228654361724716
2-Bundesliga,2223,Greuther Furth,5.0,negative,17,18,2,-3.87274472774212,-5.405268850969265
2-Bundesliga,2223,Greuther Furth,6.0,positive,21,21,1,1.2744224728366378,1.2744224728366378
2-Bundesliga,2223,Greuther Furth,7.0,positive,25,25,1,14.211137768923987,14.211137768923987
2-Bundesliga,2223,Greuther Furth,8.0,negative,29,29,1,-1.4491560642791852,-1.4491560642791852
2-Bundesliga,2223,Greuther Furth,9.0,positive,34,34,1,8.308256460614029,8.308256460614029
2-Bundesliga,2223,Hamburg,1.0,negative,11,12,2,-59.85031327676074,-118.17925909822867
2-Bundesliga,2223,Hamburg,2.0,positive,14,14,1,6.103315221906065,6.103315221906065
2-Bundesliga,2223,Hamburg,3.0,negative,20,20,1,-6.177324407739998,-6.177324407739998
2-Bundesliga,2223,Hamburg,4.0,negative,24,24,1,-2.853382199453259,-2.853382199453259
2-Bundesliga,2223,Hamburg,5.0,positive,27,27,1,2.4494321587103802,2.4494321587103802
2-Bundesliga,2223,Hamburg,6.0,negative,28,28,1,-1.97742046387479,-1.97742046387479
2-Bundesliga,2223,Hamburg,7.0,positive,29,29,1,1.4921043481313967,1.4921043481313967
2-Bundesliga,2223,Hannover,1.0,positive,4,5,2,3.6275530605835784,5.869420343167033
2-Bundesliga,2223,Hannover,2.0,positive,7,7,1,1.3160467643283587,1.3160467643283587
2-Bundesliga,2223,Hannover,3.0,negative,8,8,1,-15.497433315015625,-15.497433315015625
2-Bundesliga,2223,Hannover,4.0,negative,10,10,1,-1.379718795996006,-1.379718795996006
2-Bundesliga,2223,Hannover,5.0,positive,14,14,1,1.344096297100646,1.344096297100646
2-Bundesliga,2223,Hannover,6.0,negative,15,15,1,-2.226890691609973,-2.226890691609973
2-Bundesliga,2223,Hannover,7.0,negative,18,18,1,-1.4298949186035304,-1.4298949186035304
2-Bundesliga,2223,Hannover,8.0,positive,21,21,1,2.6467966186362966,2.6467966186362966
2-Bundesliga,2223,Hannover,9.0,negative,22,22,1,-1.9849630132964504,-1.9849630132964504
2-Bundesliga,2223,Hannover,10.0,positive,23,23,1,2.0575003227073863,2.0575003227073863
2-Bundesliga,2223,Hannover,11.0,positive,26,26,1,2.3712926094405953,2.3712926094405953
2-Bundesliga,2223,Hannover,12.0,positive,29,29,1,2.00953023876696,2.00953023876696
2-Bundesliga,2223,Hannover,13.0,negative,34,34,1,-1.4097921664476736,-1.4097921664476736
2-Bundesliga,2223,Hansa Rostock,1.0,negative,6,6,1,-1.4490531934558777,-1.4490531934558777
2-Bundesliga,2223,Hansa Rostock,2.0,positive,9,9,1,9.375061175148886,9.375061175148886
2-Bundesliga,2223,Hansa Rostock,3.0,negative,13,13,1,-1.338468913717796,-1.338468913717796
2-Bundesliga,2223,Hansa Rostock,4.0,positive,14,14,1,4.170743910799585,4.170743910799585
2-Bundesliga,2223,Hansa Rostock,5.0,positive,20,20,1,1.2583330395436414,1.2583330395436414
2-Bundesliga,2223,Hansa Rostock,6.0,positive,24,24,1,3.052105748738703,3.052105748738703
2-Bundesliga,2223,Hansa Rostock,7.0,positive,28,29,2,6.939068191819146,10.557885255539704
2-Bundesliga,2223,Hansa Rostock,8.0,negative,33,33,1,-8.894576449160953,-8.894576449160953
2-Bundesliga,2223,Heidenheim,1.0,positive,11,11,1,6.297517342943143,6.297517342943143
2-Bundesliga,2223,Heidenheim,2.0,negative,12,12,1,-1.4458651407075598,-1.4458651407075598
2-Bundesliga,2223,Heidenheim,3.0,positive,15,15,1,1.3349715909128028,1.3349715909128028
2-Bundesliga,2223,Heidenheim,4.0,negative,19,19,1,-14.959255697289509,-14.959255697289509
2-Bundesliga,2223,Heidenheim,5.0,positive,22,22,1,1.2997526418273435,1.2997526418273435
2-Bundesliga,2223,Heidenheim,6.0,negative,24,24,1,-7.68569757924265,-7.68569757924265
2-Bundesliga,2223,Heidenheim,7.0,negative,26,27,2,-1.6896585980074217,-1.9278914912630807
2-Bundesliga,2223,Heidenheim,8.0,negative,31,31,1,-7.241815009258873,-7.241815009258873
2-Bundesliga,2223,Heidenheim,9.0,positive,34,34,1,1.5060174730148184,1.5060174730148184
2-Bundesliga,2223,Holstein Kiel,1.0,negative,5,5,1,-1.3305410026965574,-1.3305410026965574
2-Bundesliga,2223,Holstein Kiel,2.0,positive,11,11,1,11.041660505238436,11.041660505238436
2-Bundesliga,2223,Holstein Kiel,3.0,negative,14,14,1,-2.7224023948206955,-2.7224023948206955
2-Bundesliga,2223,Holstein Kiel,4.0,negative,24,24,1,-1.5981168129108752,-1.5981168129108752
2-Bundesliga,2223,Holstein Kiel,5.0,positive,25,25,1,1.5392173787635703,1.5392173787635703
2-Bundesliga,2223,Holstein Kiel,6.0,positive,27,27,1,2.509817740776929,2.509817740776929
2-Bundesliga,2223,Holstein Kiel,7.0,negative,30,30,1,-1.3726444497138977,-1.3726444497138977
2-Bundesliga,2223,Holstein Kiel,8.0,positive,32,32,1,15.453955483790198,15.453955483790198
2-Bundesliga,2223,Holstein Kiel,9.0,positive,34,34,1,1.472386115348587,1.472386115348587
2-Bundesliga,2223,Kaiserslautern,1.0,negative,4,4,1,-2.2300491775829356,-2.2300491775829356
2-Bundesliga,2223,Kaiserslautern,2.0,positive,5,5,1,1.3396665697037726,1.3396665697037726
2-Bundesliga,2223,Kaiserslautern,3.0,negative,10,10,1,-2.0835298373085567,-2.0835298373085567
2-Bundesliga,2223,Kaiserslautern,4.0,negative,12,12,1,-3.519406545308569,-3.519406545308569
2-Bundesliga,2223,Kaiserslautern,5.0,positive,13,13,1,2.269287192204392,2.269287192204392
2-Bundesliga,2223,Kaiserslautern,6.0,negative,19,20,2,-6.157651740325466,-11.039757223292662
2-Bundesliga,2223,Kaiserslautern,7.0,positive,26,26,1,2.361101709165141,2.361101709165141
2-Bundesliga,2223,Kaiserslautern,8.0,negative,27,27,1,-1.6461372277968147,-1.6461372277968147
2-Bundesliga,2223,Kaiserslautern,9.0,positive,28,28,1,6.465073520331332,6.465073520331332
2-Bundesliga,2223,Karlsruhe,1.0,positive,4,4,1,3.5466084343560325,3.5466084343560325
2-Bundesliga,2223,Karlsruhe,2.0,negative,7,7,1,-10.23717253927441,-10.23717253927441
2-Bundesliga,2223,Karlsruhe,3.0,negative,9,9,1,-1.3138221170959024,-1.3138221170959024
2-Bundesliga,2223,Karlsruhe,4.0,positive,10,10,1,4.467287943446456,4.467287943446456
2-Bundesliga,2223,Karlsruhe,5.0,negative,13,13,1,-1.3515006291010068,-1.3515006291010068
2-Bundesliga,2223,Karlsruhe,6.0,positive,16,17,2,5.338554418751748,9.40639014264827
2-Bundesliga,2223,Karlsruhe,7.0,positive,19,20,2,3.0031385746821115,4.542784334370465
2-Bundesliga,2223,Karlsruhe,8.0,positive,24,24,1,1.6063192779420332,1.6063192779420332
2-Bundesliga,2223,Karlsruhe,9.0,negative,25,25,1,-7.137295108416413,-7.137295108416413
2-Bundesliga,2223,Karlsruhe,10.0,positive,28,28,1,7.048924651068254,7.048924651068254
2-Bundesliga,2223,Karlsruhe,11.0,positive,33,33,1,1.3730561204805063,1.3730561204805063
2-Bundesliga,2223,Magdeburg,1.0,positive,6,6,1,3.3756518799139696,3.3756518799139696
