League,Season,Team,EpisodeID,EpisodeSignal,StartMatch,EndMatch,Length,MeanSignal,PeakSignal
Belgian-Pro-League,2122,Genk,11.0,positive,33,33,1,2.008194459009452,2.008194459009452
Belgian-Pro-League,2122,Gent,1.0,positive,4,5,2,5.575571224797406,9.443442421313431
Belgian-Pro-League,2122,Gent,2.0,negative,6,6,1,-1.3313391516984614,-1.3313391516984614
Belgian-Pro-League,2122,Gent,3.0,positive,9,9,1,2.058669398270757,2.058669398270757
Belgian-Pro-League,2122,Gent,4.0,negative,19,19,1,-25.461966194087445,-25.461966194087445
Belgian-Pro-League,2122,Gent,5.0,negative,25,25,1,-3.011359320081571,-3.011359320081571
Belgian-Pro-League,2122,Gent,6.0,positive,26,26,1,6.57490696883903,6.57490696883903
Belgian-Pro-League,2122,Gent,7.0,negative,30,30,1,-1.4651416421238623,-1.4651416421238623
Belgian-Pro-League,2122,Gent,8.0,positive,32,32,1,2.214664384128326,2.214664384128326
Belgian-Pro-League,2122,Gent,9.0,negative,33,33,1,-3.792257123619623,-3.792257123619623
Belgian-Pro-League,2122,Kortrijk,1.0,positive,8,8,1,1.2989617911158025,1.2989617911158025
Belgian-Pro-League,2122,Kortrijk,2.0,positive,12,12,1,8.036365676930286,8.036365676930286
Belgian-Pro-League,2122,Kortrijk,3.0,negative,17,17,1,-1.731616620140184,-1.731616620140184
Belgian-Pro-League,2122,Kortrijk,4.0,positive,18,19,2,1.77215617604877,2.198065985075055
Belgian-Pro-League,2122,Kortrijk,5.0,negative,21,22,2,-4.543694382085202,-6.853923286559528
Belgian-Pro-League,2122,Kortrijk,6.0,negative,24,24,1,-1.687133099006118,-1.687133099006118
Belgian-Pro-League,2122,Kortrijk,7.0,negative,26,27,2,-1.6731692229024062,-1.9875414729919274
Belgian-Pro-League,2122,Kortrijk,8.0,positive,28,28,1,6.365046440654117,6.365046440654117
Belgian-Pro-League,2122,Kortrijk,9.0,negative,32,32,1,-5.944756706620427,-5.944756706620427
Belgian-Pro-League,2122,Kortrijk,10.0,positive,34,34,1,1.4226368758931813,1.4226368758931813
Belgian-Pro-League,2122,Mechelen,1.0,positive,5,5,1,5.635329643275475,5.635329643275475
Belgian-Pro-League,2122,Mechelen,2.0,positive,9,9,1,2.009226879327579,2.009226879327579
Belgian-Pro-League,2122,Mechelen,3.0,negative,12,12,1,-8.574679133601052,-8.574679133601052
Belgian-Pro-League,2122,Mechelen,4.0,negative,14,14,1,-1.5333026985392315,-1.5333026985392315
Belgian-Pro-League,2122,Mechelen,5.0,positive,15,15,1,1.6207914634137612,1.6207914634137612
Belgian-Pro-League,2122,Mechelen,6.0,positive,19,19,1,5.895731545737414,5.895731545737414
Belgian-Pro-League,2122,Mechelen,7.0,positive,24,24,1,1.6686655238071308,1.6686655238071308
Belgian-Pro-League,2122,Mechelen,8.0,negative,27,27,1,-4.433282380778043,-4.433282380778043
Belgian-Pro-League,2122,Mechelen,9.0,positive,28,28,1,1.3745357729719054,1.3745357729719054
Belgian-Pro-League,2122,Mechelen,10.0,positive,33,33,1,9.066137526867058,9.066137526867058
Belgian-Pro-League,2122,Oostende,1.0,negative,5,6,2,-3.859135375975299,-5.8161661520259145
Belgian-Pro-League,2122,Oostende,2.0,positive,8,8,1,2.7810652463789163,2.7810652463789163
Belgian-Pro-League,2122,Oostende,3.0,positive,11,11,1,1.7259061269410032,1.7259061269410032
Belgian-Pro-League,2122,Oostende,4.0,negative,12,12,1,-1.6426838941536706,-1.6426838941536706
Belgian-Pro-League,2122,Oostende,5.0,positive,15,15,1,2.111031838276063,2.111031838276063
Belgian-Pro-League,2122,Oostende,6.0,positive,17,17,1,22.227304202563268,22.227304202563268
Belgian-Pro-League,2122,Oostende,7.0,negative,19,19,1,-1.2878141862536265,-1.2878141862536265
Belgian-Pro-League,2122,Oostende,8.0,positive,20,20,1,1.446435811558488,1.446435811558488
Belgian-Pro-League,2122,Oostende,9.0,positive,24,24,1,3.8058480316907928,3.8058480316907928
Belgian-Pro-League,2122,Oostende,10.0,negative,25,25,1,-1.261050362695588,-1.261050362695588
Belgian-Pro-League,2122,Oostende,11.0,positive,28,28,1,4.457348425805055,4.457348425805055
Belgian-Pro-League,2122,Oostende,12.0,positive,32,32,1,8.979846372685657,8.979846372685657
Belgian-Pro-League,2122,Oostende,13.0,positive,34,34,1,2.9152342376854827,2.9152342376854827
Belgian-Pro-League,2122,Oud-Heverlee Leuven,1.0,negative,5,5,1,-4.85912792890532,-4.85912792890532
Belgian-Pro-League,2122,Oud-Heverlee Leuven,2.0,positive,6,7,2,2.284315199276898,2.300813892580285
Belgian-Pro-League,2122,Oud-Heverlee Leuven,3.0,positive,12,12,1,2.0211366188819113,2.0211366188819113
Belgian-Pro-League,2122,Oud-Heverlee Leuven,4.0,negative,15,15,1,-5.936284871808755,-5.936284871808755
Belgian-Pro-League,2122,Oud-Heverlee Leuven,5.0,positive,16,16,1,1.6346404597714994,1.6346404597714994
Belgian-Pro-League,2122,Oud-Heverlee Leuven,6.0,positive,20,21,2,6.92057209149188,12.42974972482522
Belgian-Pro-League,2122,Oud-Heverlee Leuven,7.0,negative,23,23,1,-13.553243038178465,-13.553243038178465
Belgian-Pro-League,2122,Oud-Heverlee Leuven,8.0,negative,28,28,1,-19.045186174744007,-19.045186174744007
Belgian-Pro-League,2122,Seraing,1.0,positive,6,6,1,1.5354611127113587,1.5354611127113587
Belgian-Pro-League,2122,Seraing,2.0,positive,10,10,1,5.342085403073474,5.342085403073474
Belgian-Pro-League,2122,Seraing,3.0,negative,12,12,1,-1.296659522864731,-1.296659522864731
Belgian-Pro-League,2122,Seraing,4.0,positive,14,15,2,2.9368463935339926,3.0549142139465433
Belgian-Pro-League,2122,Seraing,5.0,negative,17,18,2,-1.6694937457716117,-1.9813290866151099
Belgian-Pro-League,2122,Seraing,6.0,negative,20,20,1,-5.080991289280286,-5.080991289280286
Belgian-Pro-League,2122,Seraing,7.0,positive,22,22,1,1.4920884658889826,1.4920884658889826
Belgian-Pro-League,2122,Seraing,8.0,positive,24,24,1,8.074591577851688,8.074591577851688
Belgian-Pro-League,2122,Seraing,9.0,negative,29,29,1,-1.4945516277479138,-1.4945516277479138
Belgian-Pro-League,2122,Seraing,10.0,positive,31,31,1,6.170163277888923,6.170163277888923
Belgian-Pro-League,2122,St Truiden,1.0,positive,6,6,1,7.368680918476102,7.368680918476102
Belgian-Pro-League,2122,St Truiden,2.0,negative,12,12,1,-1.2775396805607848,-1.2775396805607848
Belgian-Pro-League,2122,St Truiden,3.0,positive,14,14,1,3.5569738782087787,3.5569738782087787
Belgian-Pro-League,2122,St Truiden,4.0,negative,16,16,1,-1.7740509210140454,-1.7740509210140454
Belgian-Pro-League,2122,St Truiden,5.0,positive,19,19,1,2.209440783763643,2.209440783763643
Belgian-Pro-League,2122,St Truiden,6.0,positive,21,21,1,4.832616323359076,4.832616323359076
Belgian-Pro-League,2122,St Truiden,7.0,negative,25,25,1,-1.6756319879546413,-1.6756319879546413
Belgian-Pro-League,2122,St Truiden,8.0,positive,26,27,2,1.3575912210691432,1.4264817826657938
Belgian-Pro-League,2122,St Truiden,9.0,negative,29,29,1,-5.023931731764208,-5.023931731764208
Belgian-Pro-League,2122,St Truiden,10.0,positive,31,31,1,1.9051074896048714,1.9051074896048714
Belgian-Pro-League,2122,St. Gilloise,1.0,negative,5,5,1,-1.7395656739362537,-1.7395656739362537
Belgian-Pro-League,2122,St. Gilloise,2.0,negative,9,9,1,-3.3908180854252454,-3.3908180854252454
Belgian-Pro-League,2122,St. Gilloise,3.0,positive,10,10,1,1.4587991637894913,1.4587991637894913
Belgian-Pro-League,2122,St. Gilloise,4.0,positive,13,13,1,3.9327574199501742,3.9327574199501742
Belgian-Pro-League,2122,St. Gilloise,5.0,negative,16,16,1,-6.166650853102733,-6.166650853102733
Belgian-Pro-League,2122,St. Gilloise,6.0,negative,21,21,1,-6.077762572064829,-6.077762572064829
Belgian-Pro-League,2122,St. Gilloise,7.0,negative,27,27,1,-3.2635809516802357,-3.2635809516802357
Belgian-Pro-League,2122,St. Gilloise,8.0,negative,32,32,1,-1.3369828257005676,-1.3369828257005676
Belgian-Pro-League,2122,Standard,1.0,negative,8,9,2,-1.3598055140280223,-1.4129810495825132
Belgian-Pro-League,2122,Standard,2.0,positive,11,12,2,1.691709116687646,2.1251382619330617
Belgian-Pro-League,2122,Standard,3.0,positive,14,15,2,2.9049572994726303,3.5384256842991446
Belgian-Pro-League,2122,Standard,4.0,negative,17,17,1,-1.8854480893456564,-1.8854480893456564
Belgian-Pro-League,2122,Standard,5.0,positive,18,18,1,1.673792323632609,1.673792323632609
Belgian-Pro-League,2122,Standard,6.0,positive,23,23,1,1.4519019299259313,1.4519019299259313
Belgian-Pro-League,2122,Standard,7.0,negative,24,24,1,-3.4448051194617935,-3.4448051194617935
Belgian-Pro-League,2122,Standard,8.0,positive,29,29,1,7.142056725746047,7.142056725746047
Belgian-Pro-League,2122,Standard,9.0,negative,31,31,1,-1.9053268752956793,-1.9053268752956793
Belgian-Pro-League,2122,Waregem,1.0,positive,6,6,1,1.3789035716660505,1.3789035716660505
Belgian-Pro-League,2122,Waregem,2.0,positive,11,11,1,5.34817197850236,5.34817197850236
Belgian-Pro-League,2122,Waregem,3.0,positive,16,16,1,3.6331689331757064,3.6331689331757064
Belgian-Pro-League,2122,Waregem,4.0,positive,20,21,2,10.861240583062632,20.07201510872936
Belgian-Pro-League,2122,Waregem,5.0,negative,22,22,1,-1.2576105972879248,-1.2576105972879248
Belgian-Pro-League,2122,Waregem,6.0,negative,28,28,1,-13.934980306441203,-13.934980306441203
Belgian-Pro-League,2122,Waregem,7.0,positive,29,29,1,7.356555077879571,7.356555077879571
Belgian-Pro-League,2122,Waregem,8.0,negative,32,32,1,-1.3320022839774142,-1.3320022839774142
Belgian-Pro-League,2223,Anderlecht,1.0,positive,4,4,1,1.347029773166543,1.347029773166543
Belgian-Pro-League,2223,Anderlecht,2.0,negative,6,6,1,-1.454486003560127,-1.454486003560127
Belgian-Pro-League,2223,Anderlecht,3.0,negative,8,8,1,-1.817424861383675,-1.817424861383675
Belgian-Pro-League,2223,Anderlecht,4.0,positive,9,9,1,10.288564829285681,10.288564829285681
Belgian-Pro-League,2223,Anderlecht,5.0,positive,11,11,1,1.5784025930518668,1.5784025930518668
Belgian-Pro-League,2223,Anderlecht,6.0,positive,15,15,1,5.6812142339854335,5.6812142339854335
Belgian-Pro-League,2223,Anderlecht,7.0,positive,18,18,1,1.4877662913121192,1.4877662913121192
Belgian-Pro-League,2223,Anderlecht,8.0,negative,21,21,1,-1.513170987491095,-1.513170987491095
Belgian-Pro-League,2223,Anderlecht,9.0,positive,22,22,1,1.9053686552381406,1.9053686552381406
Belgian-Pro-League,2223,Anderlecht,10.0,negative,26,26,1,-1.4656848324300797,-1.4656848324300797
Belgian-Pro-League,2223,Anderlecht,11.0,positive,29,29,1,10.117578945693031,10.117578945693031
Belgian-Pro-League,2223,Anderlecht,12.0,negative,32,34,3,-5.082813484232888,-12.408803316887814
Belgian-Pro-League,2223,Antwerp,1.0,positive,5,5,1,5.246285676897126,5.246285676897126
Belgian-Pro-League,2223,Antwerp,2.0,negative,9,10,2,-4.467955698787389,-6.495438389008986
Belgian-Pro-League,2223,Antwerp,3.0,positive,17,17,1,2.259756883346656,2.259756883346656
Belgian-Pro-League,2223,Antwerp,4.0,positive,19,19,1,5.945858320949787,5.945858320949787
Belgian-Pro-League,2223,Antwerp,5.0,negative,20,20,1,-1.3152747453165348,-1.3152747453165348
Belgian-Pro-League,2223,Antwerp,6.0,negative,24,24,1,-1.396777616747609,-1.396777616747609
Belgian-Pro-League,2223,Antwerp,7.0,positive,25,25,1,2.2771982174315943,2.2771982174315943
Belgian-Pro-League,2223,Antwerp,8.0,negative,30,30,1,-3.1390761516327226,-3.1390761516327226
Belgian-Pro-League,2223,Cercle Brugge,1.0,negative,8,8,1,-8.28036385849815,-8.28036385849815
Belgian-Pro-League,2223,Cercle Brugge,2.0,positive,9,10,2,6.236933843878693,11.094376399894248
Belgian-Pro-League,2223,Cercle Brugge,3.0,negative,15,15,1,-17.16434425805894,-17.16434425805894
Belgian-Pro-League,2223,Cercle Brugge,4.0,negative,19,19,1,-2.3909077173928424,-2.3909077173928424
Belgian-Pro-League,2223,Cercle Brugge,5.0,positive,21,23,3,1.91703630831297,2.8693117665885532
Belgian-Pro-League,2223,Cercle Brugge,6.0,negative,24,24,1,-1.6719137297043964,-1.6719137297043964
Belgian-Pro-League,2223,Cercle Brugge,7.0,negative,27,27,1,-1.6767933128491077,-1.6767933128491077
Belgian-Pro-League,2223,Cercle Brugge,8.0,positive,28,28,1,2.5718575931568366,2.5718575931568366
Belgian-Pro-League,2223,Cercle Brugge,9.0,negative,29,29,1,-1.5299834049127805,-1.5299834049127805
Belgian-Pro-League,2223,Cercle Brugge,10.0,positive,31,31,1,1.522698922627186,1.522698922627186
Belgian-Pro-League,2223,Charleroi,1.0,positive,5,5,1,1.3169876339781743,1.3169876339781743
Belgian-Pro-League,2223,Charleroi,2.0,negative,8,8,1,-1.423251384156156,-1.423251384156156
Belgian-Pro-League,2223,Charleroi,3.0,positive,10,10,1,1.3236045407105872,1.3236045407105872
Belgian-Pro-League,2223,Charleroi,4.0,positive,15,15,1,20.52651537193547,20.52651537193547
Belgian-Pro-League,2223,Charleroi,5.0,positive,19,19,1,5.360208294197155,5.360208294197155
Belgian-Pro-League,2223,Charleroi,6.0,negative,23,23,1,-2.3205387124641645,-2.3205387124641645
Belgian-Pro-League,2223,Charleroi,7.0,positive,25,25,1,1.7898372963879412,1.7898372963879412
Belgian-Pro-League,2223,Charleroi,8.0,positive,27,27,1,1.6347717789645766,1.6347717789645766
Belgian-Pro-League,2223,Charleroi,9.0,negative,29,29,1,-2.1746164881903782,-2.1746164881903782
Belgian-Pro-League,2223,Charleroi,10.0,negative,33,33,1,-5.242818681100184,-5.242818681100184
Belgian-Pro-League,2223,Club Brugge,1.0,negative,9,9,1,-13.20670582324636,-13.20670582324636
Belgian-Pro-League,2223,Club Brugge,2.0,negative,11,11,1,-1.4420791086190525,-1.4420791086190525
Belgian-Pro-League,2223,Club Brugge,3.0,positive,12,12,1,1.5610828483887755,1.5610828483887755
Belgian-Pro-League,2223,Club Brugge,4.0,negative,16,16,1,-2.7722500446930582,-2.7722500446930582
Belgian-Pro-League,2223,Club Brugge,5.0,positive,21,21,1,1.8202603176990904,1.8202603176990904
Belgian-Pro-League,2223,Club Brugge,6.0,positive,23,23,1,9.670443093098854,9.670443093098854
Belgian-Pro-League,2223,Club Brugge,7.0,positive,27,27,1,9.299740251215322,9.299740251215322
Belgian-Pro-League,2223,Club Brugge,8.0,negative,28,28,1,-1.8871162511022797,-1.8871162511022797
Belgian-Pro-League,2223,Eupen,1.0,positive,6,6,1,4.975782279902088,4.975782279902088
Belgian-Pro-League,2223,Eupen,2.0,positive,10,10,1,8.292056482856687,8.292056482856687
Belgian-Pro-League,2223,Eupen,3.0,positive,16,16,1,1.2601411055364238,1.2601411055364238
Belgian-Pro-League,2223,Eupen,4.0,negative,19,19,1,-2.223132073228117,-2.223132073228117
Belgian-Pro-League,2223,Eupen,5.0,positive,23,23,1,1.255650982273675,1.255650982273675
Belgian-Pro-League,2223,Eupen,6.0,positive,25,25,1,3.3019823300275326,3.3019823300275326
Belgian-Pro-League,2223,Eupen,7.0,negative,26,26,1,-1.3380740148690462,-1.3380740148690462
Belgian-Pro-League,2223,Eupen,8.0,negative,31,31,1,-6.612216366308646,-6.612216366308646
Belgian-Pro-League,2223,Eupen,9.0,positive,32,32,1,1.6322504942455056,1.6322504942455056
Belgian-Pro-League,2223,Eupen,10.0,negative,33,33,1,-3.1086707248004464,-3.1086707248004464
Belgian-Pro-League,2223,Genk,1.0,negative,7,7,1,-9.589152434964815,-9.589152434964815
Belgian-Pro-League,2223,Genk,2.0,positive,8,8,1,1.4104940804316586,1.4104940804316586
Belgian-Pro-League,2223,Genk,3.0,negative,11,11,1,-1.8354924250321702,-1.8354924250321702
Belgian-Pro-League,2223,Genk,4.0,positive,14,14,1,3.206830215220655,3.206830215220655
Belgian-Pro-League,2223,Genk,5.0,negative,15,15,1,-1.5774443987839564,-1.5774443987839564
Belgian-Pro-League,2223,Genk,6.0,negative,18,18,1,-6.673418485051867,-6.673418485051867
Belgian-Pro-League,2223,Genk,7.0,negative,22,23,2,-2.8783710801333817,-3.765403435049959
Belgian-Pro-League,2223,Genk,8.0,negative,25,25,1,-1.3919611802366696,-1.3919611802366696
Belgian-Pro-League,2223,Genk,9.0,positive,31,31,1,3.3286601921839947,3.3286601921839947
Belgian-Pro-League,2223,Genk,10.0,positive,33,33,1,1.4099606193933614,1.4099606193933614
Belgian-Pro-League,2223,Gent,1.0,negative,5,5,1,-1.8557195768451655,-1.8557195768451655
Belgian-Pro-League,2223,Gent,2.0,positive,11,11,1,1.447199108580042,1.447199108580042
Belgian-Pro-League,2223,Gent,3.0,positive,16,16,1,2.2737730935733365,2.2737730935733365
Belgian-Pro-League,2223,Gent,4.0,negative,18,18,1,-1.7029699833351963,-1.7029699833351963
Belgian-Pro-League,2223,Gent,5.0,positive,22,22,1,1.7440183936769944,1.7440183936769944
Belgian-Pro-League,2223,Gent,6.0,negative,23,23,1,-1.5821282867250774,-1.5821282867250774
Belgian-Pro-League,2223,Gent,7.0,positive,26,26,1,3.5013779125886657,3.5013779125886657
Belgian-Pro-League,2223,Gent,8.0,positive,28,28,1,1.48070641690646,1.48070641690646
Belgian-Pro-League,2223,Gent,9.0,negative,31,34,4,-2.4136172831560976,-3.093150948968166
Belgian-Pro-League,2223,Kortrijk,1.0,negative,6,6,1,-6.704368676461665,-6.704368676461665
Belgian-Pro-League,2223,Kortrijk,2.0,positive,7,7,1,4.572087038495305,4.572087038495305
Belgian-Pro-League,2223,Kortrijk,3.0,positive,10,10,1,1.251606115152878,1.251606115152878
Belgian-Pro-League,2223,Kortrijk,4.0,negative,12,12,1,-1.466937655104671,-1.466937655104671
Belgian-Pro-League,2223,Kortrijk,5.0,positive,18,18,1,4.855613459263794,4.855613459263794
Belgian-Pro-League,2223,Kortrijk,6.0,negative,22,22,1,-1.318161966701609,-1.318161966701609
Belgian-Pro-League,2223,Kortrijk,7.0,positive,25,25,1,19.994740733131596,19.994740733131596
Belgian-Pro-League,2223,Kortrijk,8.0,negative,28,28,1,-1.4710046519630289,-1.4710046519630289
Belgian-Pro-League,2223,Kortrijk,9.0,positive,30,30,1,5.2509717012641905,5.2509717012641905
Belgian-Pro-League,2223,Mechelen,1.0,negative,6,7,2,-1.7285305095611867,-1.9326088026098733
Belgian-Pro-League,2223,Mechelen,2.0,positive,13,13,1,9.95363195323794,9.95363195323794
Belgian-Pro-League,2223,Mechelen,3.0,negative,16,16,1,-1.6365096536666095,-1.6365096536666095
Belgian-Pro-League,2223,Mechelen,4.0,positive,17,17,1,1.6263587025957074,1.6263587025957074
Belgian-Pro-League,2223,Mechelen,5.0,negative,25,25,1,-1.2811927692537364,-1.2811927692537364
Belgian-Pro-League,2223,Mechelen,6.0,positive,26,27,2,1.9659884315101896,2.2093298477806376
Belgian-Pro-League,2223,Mechelen,7.0,positive,33,34,2,4.035077456031997,4.072049287688752
Belgian-Pro-League,2223,Oostende,1.0,negative,4,5,2,-1.407607608876088,-1.4808257779649974
Belgian-Pro-League,2223,Oostende,2.0,positive,8,8,1,17.94564304075007,17.94564304075007
Belgian-Pro-League,2223,Oostende,3.0,positive,14,14,1,8.865345878585808,8.865345878585808
Belgian-Pro-League,2223,Oostende,4.0,negative,17,17,1,-1.8274651980892824,-1.8274651980892824
Belgian-Pro-League,2223,Oostende,5.0,negative,19,19,1,-1.5317839294564783,-1.5317839294564783
Belgian-Pro-League,2223,Oostende,6.0,positive,23,23,1,4.852342026888709,4.852342026888709
Belgian-Pro-League,2223,Oostende,7.0,positive,28,28,1,10.209618848553424,10.209618848553424
Belgian-Pro-League,2223,Oostende,8.0,negative,33,33,1,-7.8232377943404,-7.8232377943404
Belgian-Pro-League,2223,Oostende,9.0,positive,34,34,1,27.645194633398273,27.645194633398273
Belgian-Pro-League,2223,Oud-Heverlee Leuven,1.0,negative,4,4,1,-1.2567842237530131,-1.2567842237530131
Belgian-Pro-League,2223,Oud-Heverlee Leuven,2.0,positive,5,5,1,1.2654814248911535,1.2654814248911535
Belgian-Pro-League,2223,Oud-Heverlee Leuven,3.0,negative,9,10,2,-1.9474591068666254,-2.087827971910332
Belgian-Pro-League,2223,Oud-Heverlee Leuven,4.0,positive,17,17,1,2.8566766473935936,2.8566766473935936
Belgian-Pro-League,2223,Oud-Heverlee Leuven,5.0,negative,19,19,1,-2.1405691324671547,-2.1405691324671547
Belgian-Pro-League,2223,Oud-Heverlee Leuven,6.0,positive,20,20,1,1.424689478699335,1.424689478699335
Belgian-Pro-League,2223,Oud-Heverlee Leuven,7.0,negative,24,24,1,-4.713243637233141,-4.713243637233141
Belgian-Pro-League,2223,Oud-Heverlee Leuven,8.0,positive,28,29,2,4.2014943622650325,6.7128546692320565
Belgian-Pro-League,2223,Oud-Heverlee Leuven,9.0,negative,30,30,1,-1.8948450781539319,-1.8948450781539319
Belgian-Pro-League,2223,Oud-Heverlee Leuven,10.0,positive,33,33,1,1.4516273094848933,1.4516273094848933
Belgian-Pro-League,2223,Seraing,1.0,positive,5,5,1,6.638899178793587,6.638899178793587
Belgian-Pro-League,2223,Seraing,2.0,negative,13,13,1,-1.2651390384254495,-1.2651390384254495
Belgian-Pro-League,2223,Seraing,3.0,negative,18,18,1,-3.972574595352518,-3.972574595352518
Belgian-Pro-League,2223,Seraing,4.0,positive,19,19,1,13.234355133611965,13.234355133611965
Belgian-Pro-League,2223,Seraing,5.0,positive,24,24,1,9.4584030742848,9.4584030742848
Belgian-Pro-League,2223,Seraing,6.0,positive,32,32,1,3.6340939878539684,3.6340939878539684
Belgian-Pro-League,2223,Seraing,7.0,positive,34,34,1,5.212146354146936,5.212146354146936
Belgian-Pro-League,2223,St Truiden,1.0,negative,4,4,1,-2.470159287597673,-2.470159287597673
Belgian-Pro-League,2223,St Truiden,2.0,positive,5,5,1,2.80963268096608,2.80963268096608
Belgian-Pro-League,2223,St Truiden,3.0,negative,8,8,1,-3.534457061234277,-3.534457061234277
Belgian-Pro-League,2223,St Truiden,4.0,positive,15,15,1,1.4806876040530565,1.4806876040530565
Belgian-Pro-League,2223,St Truiden,5.0,negative,17,17,1,-1.6684203630700263,-1.6684203630700263
Belgian-Pro-League,2223,St Truiden,6.0,positive,20,20,1,1.3981523144580137,1.3981523144580137
Belgian-Pro-League,2223,St Truiden,7.0,negative,22,22,1,-1.5835260611186548,-1.5835260611186548
Belgian-Pro-League,2223,St Truiden,8.0,positive,24,24,1,2.573914133754547,2.573914133754547
Belgian-Pro-League,2223,St Truiden,9.0,negative,26,26,1,-1.3157026025739709,-1.3157026025739709
Belgian-Pro-League,2223,St Truiden,10.0,positive,28,28,1,4.900817601273443,4.900817601273443
Belgian-Pro-League,2223,St Truiden,11.0,positive,30,30,1,2.322523467813388,2.322523467813388
Belgian-Pro-League,2223,St Truiden,12.0,positive,32,32,1,1.7479170935839143,1.7479170935839143
Belgian-Pro-League,2223,St Truiden,13.0,negative,33,33,1,-1.3135084122116147,-1.3135084122116147
Belgian-Pro-League,2223,St. Gilloise,1.0,positive,9,9,1,1.3214013836446303,1.3214013836446303
Belgian-Pro-League,2223,St. Gilloise,2.0,positive,13,13,1,2.221821866932707,2.221821866932707
Belgian-Pro-League,2223,St. Gilloise,3.0,negative,14,14,1,-8.205671990044882,-8.205671990044882
Belgian-Pro-League,2223,St. Gilloise,4.0,negative,16,16,1,-1.9593055400135457,-1.9593055400135457
Belgian-Pro-League,2223,St. Gilloise,5.0,positive,17,17,1,1.5330931564149257,1.5330931564149257
Belgian-Pro-League,2223,St. Gilloise,6.0,negative,21,21,1,-3.7302840863702893,-3.7302840863702893
Belgian-Pro-League,2223,St. Gilloise,7.0,negative,25,26,2,-3.478145637544513,-3.5092776073171055
Belgian-Pro-League,2223,St. Gilloise,8.0,positive,28,29,2,1.9437538802693464,1.9672006376980857
Belgian-Pro-League,2223,St. Gilloise,9.0,negative,32,32,1,-2.4002807995200315,-2.4002807995200315
Belgian-Pro-League,2223,Standard,1.0,negative,10,10,1,-8.860256674306873,-8.860256674306873
Belgian-Pro-League,2223,Standard,2.0,negative,16,16,1,-1.4168397185626085,-1.4168397185626085
Belgian-Pro-League,2223,Standard,3.0,positive,21,21,1,2.334376670415294,2.334376670415294
Belgian-Pro-League,2223,Standard,4.0,negative,25,25,1,-2.320817487219476,-2.320817487219476
Belgian-Pro-League,2223,Standard,5.0,positive,26,26,1,1.903103332775599,1.903103332775599
Belgian-Pro-League,2223,Standard,6.0,negative,29,29,1,-1.8925723790550844,-1.8925723790550844
Belgian-Pro-League,2223,Standard,7.0,positive,32,32,1,1.346851440274073,1.346851440274073
Belgian-Pro-League,2223,Standard,8.0,negative,34,34,1,-13.42142680208331,-13.42142680208331
Belgian-Pro-League,2223,Waregem,1.0,negative,4,5,2,-1.3369502434662714,-1.4217772496759173
Belgian-Pro-League,2223,Waregem,2.0,negative,9,9,1,-1.6691945206963474,-1.6691945206963474
Belgian-Pro-League,2223,Waregem,3.0,negative,11,11,1,-1.5685584446505905,-1.5685584446505905
Belgian-Pro-League,2223,Waregem,4.0,positive,12,12,1,9.619718748655353,9.619718748655353
Belgian-Pro-League,2223,Waregem,5.0,positive,19,19,1,3.7078783314002526,3.7078783314002526
Belgian-Pro-League,2223,Waregem,6.0,positive,21,21,1,1.4224253854828315,1.4224253854828315
Belgian-Pro-League,2223,Waregem,7.0,negative,26,26,1,-1.5250087747410679,-1.5250087747410679
Belgian-Pro-League,2223,Waregem,8.0,negative,28,28,1,-5.683293419761096,-5.683293419761096
Belgian-Pro-League,2223,Waregem,9.0,positive,30,30,1,4.3728722812220475,4.3728722812220475
Belgian-Pro-League,2223,Waregem,10.0,positive,33,33,1,3.515062131340914,3.515062131340914
Belgian-Pro-League,2223,Westerlo,1.0,positive,8,8,1,5.93815319698394,5.93815319698394
Belgian-Pro-League,2223,Westerlo,2.0,positive,11,11,1,1.296344187008686,1.296344187008686
Belgian-Pro-League,2223,Westerlo,3.0,negative,12,12,1,-3.579518766798186,-3.579518766798186
Belgian-Pro-League,2223,Westerlo,4.0,positive,19,19,1,1.8907579097024287,1.8907579097024287
Belgian-Pro-League,2223,Westerlo,5.0,negative,20,20,1,-2.4174292154971644,-2.4174292154971644
Belgian-Pro-League,2223,Westerlo,6.0,positive,23,23,1,3.736146529978741,3.736146529978741
Belgian-Pro-League,2223,Westerlo,7.0,positive,26,27,2,1.4203939990118117,1.4658614336402958
Belgian-Pro-League,2223,Westerlo,8.0,negative,28,28,1,-1.906431272933077,-1.906431272933077
Belgian-Pro-League,2223,Westerlo,9.0,negative,31,31,1,-1.4481975729313026,-1.4481975729313026
Belgian-Pro-League,2324,Anderlecht,1.0,negative,6,7,2,-3.785803397085833,-4.7288273316103835
Belgian-Pro-League,2324,Anderlecht,2.0,positive,9,9,1,2.3070550480712626,2.3070550480712626
Belgian-Pro-League,2324,Anderlecht,3.0,negative,11,11,1,-3.5864667581809693,-3.5864667581809693
Belgian-Pro-League,2324,Anderlecht,4.0,negative,17,17,1,-2.8386144354681826,-2.8386144354681826
Belgian-Pro-League,2324,Anderlecht,5.0,positive,19,19,1,1.6017146528997053,1.6017146528997053
Belgian-Pro-League,2324,Anderlecht,6.0,negative,21,21,1,-2.020072890581886,-2.020072890581886
Belgian-Pro-League,2324,Anderlecht,7.0,positive,24,24,1,4.6020062396993024,4.6020062396993024
